Sample	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18
olfr1413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.130411252	0.0	160.9588792	0.0	0.0	0.0	20.7589837	0.0	0.0
olfr1412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.851775622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq692085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq692087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rsad2	0.488963717	1.229474353	120.3858496	175.8676539	0.517013414	221.1055396	1593.138369	2999.721408	2.130210785	680.7369623	159.5040836	1.601927103	1.556112887	630.6531509	392.8777698	129.0601382	1839.328073	537.9337097
dq688231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq688238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ccrl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ccrl2	2093.344552	3200.139542	841.2624338	1455.034417	2167.750635	2858.834401	1135.620056	4374.697999	276.1625925	5903.147	4593.910948	345.1160456	220.2786914	5271.689519	1400.124605	326.9692411	5031.909162	2498.609977
dq692550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq689725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cpm	0.0	0.0	0.0	0.0	0.0	0.0	0.029859454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35684971	0.0	0.0
dq689729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cpe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cpz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dennd5b	0.0	0.078415155	0.057021658	0.040684554	0.093957671	0.049998607	0.038922922	0.065286261	0.17907088	0.040680119	0.008639243	0.731058646	0.132250036	0.232841483	0.090834082	0.092897249	0.039088054	0.05225057
apbb1ip	50.34887775	120.7296229	129.7458135	219.0719037	359.0932214	0.123674195	107.9076992	79.86922202	72.31568377	221.1643294	120.2218717	0.954640416	0.149311196	1.046222776	10.39918925	57.29425752	4.701215311	212.4339745
emcn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tapbp	84.94618658	60.553104	26.38540126	156.8398216	96.51957024	28.39131138	160.7907328	51.46019454	70.26632407	65.95779638	49.26553095	160.6806344	156.2096321	78.36609089	128.3218765	71.64528508	96.51579651	57.45517694
scn2a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.377358486	0.0	0.0	0.0	0.0
tstd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq569369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm12603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc100427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6330406i15rik	0.0	0.0	0.0	0.044371818	0.0	0.0	0.0	0.044797324	0.0	0.045293506	0.0	0.201635959	0.0	0.0	0.0	0.106917887	0.051476571	0.040335762
dq693766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak035625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1946a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mfsd7c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.75312536	0.0	0.0	0.0
mfsd7b	0.0	0.059972583	0.0	0.0	0.0	0.0	2.794378195	0.0	2.347589771	0.0	0.0	0.0	0.063917874	0.0	0.0	0.0	0.0	0.0
fam188a	0.0	0.0	0.0	0.254813525	0.0	0.574934763	0.0	50.52035258	0.149199217	0.347200991	137.5033068	0.271372238	0.121625699	30.43771029	143.7079923	0.136289064	0.147937902	0.0
fam188b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930511m06rik	11.855662	22.84165031	11.22471787	7.690242038	9.115965095	8.29445324	8.164058216	9.996386656	14.27957711	18.22751096	19.19920075	77.88330957	24.11634388	15.23998191	27.42580348	39.51279366	40.61545851	9.77917706
ier5l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak192544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.00353762	0.0	0.0	0.0	0.0	0.0	12.36541459	0.0	0.0	0.0	0.0
ak028033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq543127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
phkb	0.0	0.0	0.022077191	0.0	0.022186262	43.68731743	0.02861747	87.18669244	0.0	0.0	5.728627611	0.0	0.166525864	0.0	0.0	32.20163613	2.271376913	0.0
hsfy2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.9553558	0.0	0.0
ak043994	0.0	1.854709886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116118109	0.0	0.0	0.0
e130309f12rik	0.0	0.0	0.0	0.0	0.0	0.0	0.070657923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak039014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
synm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028110925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sync	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056265716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zfp287	0.0	0.0	31.98577807	0.074935169	0.132092898	0.025391234	0.0	0.0	0.101663809	0.083128178	0.067777269	0.185238882	0.229843717	0.027357141	0.0	0.085747322	0.094268996	0.0
zfp281	0.0	0.0	0.0	20.13083379	0.0	0.0	0.0	0.0	0.0	0.024203438	0.0	0.0	0.0	0.052060973	0.026499136	0.0	0.027540452	0.603674652
dq686988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tfec	450.6634697	300.0411324	386.8812575	236.9735884	313.8280545	619.4266013	251.1926137	293.5083803	652.8148412	1282.546317	513.0167856	1.849306894	0.542266121	554.4572571	215.6689105	505.8331784	301.1927766	382.708287
dq723305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak015492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq724684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
syn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
syn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.159037136	0.0	0.0	0.0	0.0	0.0	0.0
syn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rac1	96.23758441	42.30738486	35.38130114	106.9237188	9.446886846	79.8983863	0.299156586	174.3823948	14.81293619	0.116262124	22.61598421	0.389743642	71.54386611	1.308483678	78.25027173	25.39938002	0.132034832	16.70271078
9530068e07rik	12.87792977	0.0	0.042236309	0.0	0.0	0.0	10.13646987	0.105195889	0.130421654	0.0	0.0	0.118988296	0.063917874	0.0	0.0	0.313777095	0.0	90.68991952
gkn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gkn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
col8a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erap1	61.8651198	103.3180685	0.05097862	0.031427819	0.025614448	44.82174189	60.73635836	0.043019031	132.839598	57.72088641	0.0	0.071804508	0.077087858	0.0	0.035046412	32.66937286	0.0	48.57170795
1110002l01rik	0.608686807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
alox12e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rgp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.12133618	0.0	31.62019399	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polr3f	49.51476761	0.034857105	0.02456988	0.0	0.024690709	0.0	32.61040596	0.038999228	0.0	0.0	0.0	0.0	0.047548664	0.0	0.033780892	0.046693974	0.0	0.027531826
polr3g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nubp2	64.83129059	3.864567534	0.0	0.093131625	0.075814336	0.094665183	0.196083801	87.0054441	7.47364849	196.114194	0.0	0.212660324	302.8180348	0.0	42.12199466	68.24513784	0.108302531	96.11528034
nubp1	0.0	0.0	0.0	0.0	0.0	7.907296049	0.0	0.0	0.152424552	0.0	0.0	0.0	0.0	0.06667303	4.028554845	0.219972173	0.0	0.0
dq705542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pofut2	0.93661548	0.0	0.047208223	0.931611339	16.41219712	0.0	0.0	0.176419337	0.072910136	0.059520498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pofut1	0.0	0.0	0.042541353	0.0	0.042745795	0.0	0.055190862	0.0	0.055846059	0.0	0.0	0.0	0.0	0.0	0.0	0.063212322	0.0	0.0
dq727336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nsmce4a	76.77353682	0.0	0.0	0.0	2.416893547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
slc36a4	0.0	0.0	0.0	0.0	0.0	7.485562208	0.0	0.0	23.91772049	0.0	0.0	0.0	0.0	0.0	6.528167256	0.0	0.0	0.0
slc36a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
slc36a2	0.0	0.0	0.0	0.0	0.0	0.215087049	25.76312101	0.0	0.0	0.0	0.0	0.0	0.0	0.115900907	0.0	0.0	0.122778719	0.0
slc36a1	0.034806289	0.0	0.0	0.0	0.01936272	0.0	23.77331758	0.0	0.0	0.0	0.0	0.05427498	0.029126438	0.0	0.291323441	0.028609829	0.0	0.0
prssl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sema3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.262948506	0.0	0.0
ddx17	0.372571048	55.35796861	0.0	0.123994462	0.025264847	9.149865348	6.657499151	0.0	0.0	0.0	0.025889835	240.3705315	24.76449619	39.54084234	7.570270328	10.64145674	0.0	0.0
sema3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sema3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sema3e	0.02662805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sema3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ddx10	0.0	0.303448523	0.030547153	0.0	0.0	56.09366492	0.0	0.038015269	0.0	0.038416906	0.0	0.0	88.12925049	0.0	0.042009936	0.0	0.0	0.034214774
ddx11	0.0	0.0	0.04937152	0.030436694	0.0	0.0	0.0	0.0	0.0	0.0	0.025420392	0.069540686	0.0	0.0	0.0	0.0	0.0	0.0
ak195902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ddx18	0.587685077	0.0	0.0	0.0	10.75605219	0.0	0.0	1.797354282	0.071883693	0.0	5.802958735	0.0	0.070453678	0.0	0.0	0.0	0.0	0.0
shq1	0.0	0.0	0.0	3.07066102	0.0	0.0	1.031104767	0.0	0.0	0.0	0.382081093	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snx30	0.0	0.0	0.0	0.0	0.0	2.113240552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.980460837	0.0	0.0	0.0	0.0
wee1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040621634	0.0	0.0	0.0	0.0
1110004f10rik	121.532984	92.05393616	306.5489026	202.7114843	207.8353169	171.2716284	0.100333038	245.3181607	213.3236778	488.6268679	64.09915445	131.5958325	470.7552284	148.3231595	0.319308735	185.2787023	0.110841068	126.4987415
tmem49	178.221965	106.4965654	240.0105438	234.3269465	249.7228852	262.7759287	159.780167	221.2178261	90.4419199	455.807686	117.3798495	0.526507019	106.7805515	396.9184233	416.9942503	10.93952448	264.0008304	47.56756635
tmem48	53.81811711	0.0	0.040367586	0.0	0.0	0.0	0.0	0.0	0.062318359	0.050842781	0.041585935	0.0	0.061084542	32.01270453	0.0	0.0	0.0	0.0
1700113h08rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
klk1b7-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.805468795	0.0	0.0	0.0	0.0
tmem40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.21097842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem43	52.38406946	146.9869774	5.776250958	102.9452313	0.073004089	0.091075224	105.1141069	81.35740655	0.504602261	143.698454	0.037419704	0.409356862	0.054960342	610.7248606	0.049971627	0.053967158	0.0	0.0
tmem42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ggcx	0.0	0.50658727	0.0	0.0	0.071720772	0.313155292	0.0	0.0	0.0	0.0	0.0	0.035454046	0.0	0.0	0.0	0.0	0.0	0.0
ggct	0.0	0.0	73.61567702	0.0	0.079936925	0.0	55.31555001	139.0038229	0.0	0.201671899	0.0	0.0	0.120648796	51.44525848	0.109684152	45.2158891	0.0	0.0
slc31a1	98.33481719	84.09033762	128.3518498	268.496818	115.8459483	233.2589001	1.759915831	150.8777118	349.5731913	369.3975032	0.084603972	0.617148344	0.20706627	218.6873006	83.70776673	64.99410298	0.23488014	96.57238702
slc31a2	42.90896962	0.0	0.0	0.0	0.0	65.4406301	111.5348537	0.0	0.0	630.6982072	0.0	0.0	0.29704906	0.0	0.0	0.0	54.59167372	0.0
atp2c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak019697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zfp184	27.78179007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039545186	0.0	0.0	0.0	0.0	0.114065212	0.0	0.0
atp2c1	0.039447918	0.060461486	0.042579902	0.0	0.109737829	0.0	0.056699551	0.054330391	0.131485447	0.027430028	0.0	0.0	122.4029734	0.0	0.030023514	0.0	0.060941043	11.36601906
pdgfrb	27.25473554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031608667	0.0	0.0	0.0	0.47380658	0.0	0.0	0.0	0.0
dq720562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9530053a07rik	0.0	0.0	0.0	0.053911951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq565074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq725656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm4983	0.160684596	0.889696366	20.90577186	1.322584422	1.237725065	0.336082703	0.0	0.0	1.244641258	2.493002615	0.092117523	1.0972613	22.11411428	0.382534737	0.894828452	0.0	0.0	0.201758982
gm4981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.94802822	0.0	0.0
gm4980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm4987	4.580312417	6.521496594	5.812575705	0.937380846	5.057640267	2.222879298	8.922089248	6.725976265	13.07211392	6.902780853	6.373603465	10.35178847	8.071830977	7.204845126	3.507553621	13.60599782	4.409869451	3.237317497
gm4984	0.0	0.0	0.0	0.0	0.0	0.0	0.15673947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4632415l05rik	0.359858722	1.535130732	0.553097053	0.306417774	0.573763766	1.213080225	1.85477558	4.631318018	0.470172687	6.538292036	0.976984805	26.34778949	2.370035896	3.224529183	1.410221053	4.7919313	1.023580534	0.177191081
ifltd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pan3	7.913185692	5.086699196	24.6392322	12.11210956	0.836087423	8.911020626	4.481837589	0.0	7.999250096	3.582727468	0.0	10.63804991	45.25914459	2.161251519	4.842372442	5.952706149	3.249250415	8.604321664
h2-d1	119.5458676	64.21679862	11.09153883	12.31599486	2.030440515	134.6743761	198.9938331	3.966969457	20.26220361	205.9881727	87.98436067	3.493731031	4.869110416	72.93168796	178.0362948	126.1192972	170.5757767	163.0922318
ak028951	0.0	0.121078822	0.0	0.052581108	0.0	42.64507663	0.0	0.0	0.065827501	0.0	0.0	0.0	0.0	0.284568024	0.058664249	0.063347975	0.0	0.0
d630042f21rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
arpc1b	977.0522041	605.5758477	109.2261379	507.8083743	845.6614244	204.0995585	222.8733152	1323.870856	2515.240721	600.8715462	242.9625174	0.779078406	49.12655064	288.1423457	777.5278229	552.4705469	226.6436954	12.45452398
arpc1a	39.33942746	0.191633118	167.8863468	0.083149746	104.1702447	76.6054811	182.1912219	223.8899068	150.4930331	0.70264416	3.821364963	9.114469072	0.10211273	107.4203137	209.2183009	56.21482407	0.096645163	37.09881941
inadl	0.0	0.0	0.034027725	0.0	0.0	0.0	0.0	0.0	0.0	0.05251565	0.0	0.0	0.063085666	0.148138634	0.0	45.84873928	0.0	0.0
ak139076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eif4h	0.080210836	0.063143622	0.173211927	0.054839517	19.9269493	11.70632512	0.057687507	2.103256411	0.0	0.0	0.091623152	0.0	0.0	4.565890509	140.6219687	42.65883028	0.0	1.397125512
eif4e	115.4196283	613.3825412	259.9562622	75.63296224	268.5740369	186.0259667	227.0346885	136.0472417	273.7667228	28.47275541	455.9430512	1.011566308	225.6143751	75.32843274	270.8732618	43.42212463	26.24738259	182.6452125
evl	13.51776804	0.0	0.0	15.29528671	0.239444265	7.918711883	0.247893605	84.19773651	0.0	0.176678048	0.322388637	3.505075731	0.0	0.187167455	0.07781512	14.70372616	0.0	77.97298694
dedd	0.0	0.062554985	83.86326576	52.37386042	80.46464446	0.056054162	11.14424542	0.0	1.101455437	0.0	0.0	0.0	0.066669822	0.059518038	0.0	0.065454947	0.0	93.90771525
eif4b	19.30498765	0.0	2.418504207	0.17881248	61.72585324	61.0611692	143.8725126	0.099209247	232.6519065	1.469900359	0.08211493	357.1553367	0.080388438	0.143582769	0.182734191	88.22612187	0.037993419	0.029754552
ak135904	10.25299933	3.224516293	12.4020038	3.63500924	11.0637866	1.415634364	7.805753491	1.178554243	0.268806218	6.60725147	5.461917456	3.424387707	11.23523085	1.349600459	1.077111831	8.512651711	1.496075865	9.958171059
bc079612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq708892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem132e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem132d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem132a	0.0	0.0	0.0	5.181227758	0.0	0.0	0.0	0.0	0.0	0.0	0.027046132	0.0	0.0	0.0	0.0	1.618606591	0.168439364	0.0
ak046182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem132c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.336135359	0.0	0.0	0.0	0.0	0.0	0.0
tmem132b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ay512909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.552324346	0.0	0.0	0.0	31.8586141	0.0	0.0	0.0	0.205763588	0.0	0.0
ay512908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scrt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq706499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sipa1l1	6.236238798	0.0	3.005984411	4.56976747	0.027094848	0.0	2.061135752	0.0	0.020775015	0.016908966	0.0	0.145111936	0.069896334	0.0	16.35693153	5.640832105	0.0	4.067111845
d1pas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.578793583	0.0	0.0
prox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gm2016	0.0	0.0	0.18212043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.528695842	0.0	0.0	4.968237147	0.0	2.731613636
amhr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ndufa4l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq697893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
